Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
617873	Combined Oxidative Phosphorylation Deficiency 35	617840	TRIT1	Trit1	1	1	PS609060	Combined oxidative phosphorylation deficiency	0	0		['slow.muscle.cell']	['striated.muscle.cell']
617877	"Short Stature, Facial Dysmorphism, And Skeletal Anomalies With Or Without Cardiac Anomalies"	112261	BMP2	Bmp2	1	1	PS617877	"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies"	1	1		['mesothelial.cell']	
617882	"Charcot-marie-tooth Disease, Dominant Intermediate G"	162280	NEFL	Nefl	1	1	PS118220	Charcot-Marie-Tooth disease	0	0			
617895	Short-rib Thoracic Dysplasia-19 With Or Without Polydactyly (srtd19)	605489	IFT81	Ift81	1	1	PS208500	Short-rib thoracic dysplasia	1	0		['t.cell']	
617899	"Leukodystrophy, Hypomyelinating, 14"	610553	UFM1	Ufm1	1	1	PS312080	"Leukodystrophy, hypomyelinating"	1	1			
617904	"Epileptic Encephalopathy, Early Infantile, 59"	607340	GABBR2	Gabbr2	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617913	"Neurodevelopmental Disorder With Microcephaly, Cataracts, And Renal Abnormalities"	606969	GEMIN4	Gemin4	1	1			0	0			
617914	"Microcephaly 20, Primary, Autosomal Recessive"	611279	KIF14	Kif14	1	1	PS251200	"Microcephaly, primary autosomal recessive"	0	0			
617915	"Hypotonia, Ataxia, Developmental Delay, And Tooth Enamel Defect Syndrome"	602618	CTBP1	Ctbp1	1	1			1	1			
617916	Neurodegeneration With Brain Iron Accumulation 7	614825	REPS1	Reps1	1	1	PS234200	Neurodegeneration with brain iron accumulation	1	1			
617917	Neurodegeneration With Brain Iron Accumulation 8	600184	CRAT	Crat	1	1	PS234200	Neurodegeneration with brain iron accumulation	1	1			
617929	"Epileptic Encephalopathy, Early Infantile, 60"	610774	CNPY3	Cnpy3	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617931	Spinocerebellar Ataxia 47	607204	PUM1	Pum1	1	1	PS164400	Spinocerebellar ataxia	1	1			
617933	"Epileptic Encephalopathy, Early Infantile, 61"	603709	ADAM22	Adam22	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617938	"Epileptic Encephalopathy, Early Infantile, 62"	182391	SCN3A	Scn3a	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617941	Shwachman-diamond Syndrome 2	617538	EFL1	Efl1	1	1	PS260400	Schwachman-Diamond syndrome	0	0			
617950	Combined Oxidative Phosphorylation Deficiency 36	611971	MRPS2	Mrps2	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	0		['slow.muscle.cell']	['striated.muscle.cell']
617951	"Leukodystrophy, Hypomyelinating, 15"	138295	EPRS1	Eprs	1	1	PS312080	"Leukodystrophy, hypomyelinating"	0	1			
617954	Multiple Mitochondrial Dysfunctions Syndrome 6	603131	PMPCB	Pmpcb	1	1	PS605711	Multiple mitochondrial dysfunctions syndrome	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
617964	"Leukodystrophy, Hypomyelinating, 16"	613413	TMEM106B	Tmem106b	1	1	PS312080	"Leukodystrophy, hypomyelinating"	1	1			
617976	"Epileptic Encephalopathy, Early Infantile, 63"	605032	CPLX1	Cplx1	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
617977	Neurodevelopmental Disorder With Spastic Quadriplegia And Brain Abnormalities With Or Without Seizures	609226	WDR45B	Wdr45b	1	1			1	0			
617982	Ververi-brady Syndrome	617387	QRICH1	Qrich1	1	1			1	1		['mast.cell']	
617984	"Microcephaly 22, Primary, Autosomal Recessive"	609276	NCAPD3	Ncapd3	1	1	PS251200	"Microcephaly, primary autosomal recessive"	1	0			
617988	Jaberi-elahi Syndrome	607434	GTPBP2	Gtpbp2	1	1			1	1			
617991	"Developmental Delay, Intellectual Disability, Obesity, And Dysmorphic Features"	612870	PHIP	Phip	1	1			1	1			
618004	"Epileptic Encephalopathy, Early Infantile, 64"	607352	RHOBTB2	Rhobtb2	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
618005	Congenital Disorder Of Glycosylation With Defective Fucosylation 1	602589	FUT8	Fut8	1	1	PS618005	Congenital disorder of glycosylation with defective fucosylation	1	1		['endothelial.cell.of.artery']	
618006	"Leukodystrophy, Hypomyelinating, 17"	600859	AIMP2	Aimp2	1	1	PS312080	"Leukodystrophy, hypomyelinating"	1	1			
618008	"Epileptic Encephalopathy, Early Infantile, 65"	606323	CYFIP2	Cyfip2	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
618010	Glycosylphosphatidylinositol Biosynthesis Defect 17	600154	PIGH	Pigh	1	1			1	0			
618011	Hyperekplexia 4	614452	ATAD1	Atad1	1	1	PS149400	Hyperekplexia	1	1			
618012	"Epileptic Encephalopathy, Infantile Or Early Childhood, 3"	607027	ATP6V1A	Atp6v1a	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
618022	Humerofemoral Hypoplasia With Radiotibial Ray Deficiency	610575	RSPO2	Rspo2	1	1			0	0			
618027	Coffin-siris Syndrome 7	601671	DPF2	Dpf2	1	1	PS135900	Coffin-Siris syndrome	1	1			
618027	Coffin-siris Syndrome 7	601671	DPF2	Dpf2	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
618036	"Charcot-marie-tooth Disease, Axonal, Type 2dd"	182310	ATP1A1	Atp1a1	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
618049	"Parkinsonism-dystonia, Infantile, 2"	193001	SLC18A2	Slc18a2	1	1	PS613135	"Parkinsonism-dystonia, infantile"	1	0			
618050	"Mental Retardation, Autosomal Dominant 57"	608439	TLK2	Tlk2	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
618056	Neurodevelopmental Disorder With Cerebellar Atrophy And With Or Without Seizures	614506	BRAT1	Brat1	1	1			1	0			
618060	Intellectual Developmental Disorder With Or Without Epilepsy Or Cerebellar Ataxia	600825	RORA	Rora	1	1			1	1		['t.cell']	['T.helper.17.cell']
618065	"Pontocerebellar Hypoplasia, Type 1d"	606180	EXOSC9	Exosc9	1	1	PS607596	Pontocerebellar hypoplasia	1	0			
618067	"Epileptic Encephalopathy, Early Infantile, 66"	610423	PACS2	Pacs2	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
618076	Neurodevelopmental Disorder With Spasticity And Poor Growth	610554	UFC1	Ufc1	1	1			1	1		['mature.nk.t.cell']	
618087	"Spinocerebellar Ataxia 42, Early-onset, Severe, With Neurodevelopmental Deficits"	604065	CACNA1G	Cacna1g	1	1			0	1			
618088	"Neurodevelopmental Disorder With Regression, Abnormal Movements, Loss Of Speech, And Seizures"	611720	IRF2BPL	Irf2bpl	1	1			1	0			
618089	Intellectual Developmental Disorder With Dysmorphic Facies And Behavioral Abnormalities	607871	FBXO11	Fbxo11	1	1			1	1		['endothelial.cell.of.vascular.tree']	
618090	Neurodevelopmental Disorder With Epilepsy And Hypoplasia Of The Corpus Callosum	610236	LNPK	Lnpk	1	1			1	0			
618092	"Intellectual Developmental Disorder With Speech Delay, Dysmorphic Facies, And T-cell Abnormalities"	606558	BCL11B	Bcl11b	1	1			1	1		"['cd4.positive..alpha.beta.t.cell', 't.cell']"	"['CD8.positive..alpha.beta.T.cell', 'T.helper.17.cell']"
618095	"Mental Retardation, Autosomal Recessive 63"	114078	CAMK2A	Camk2a	1	1	PS249500	"Mental retardation, autosomal recessive"	1	0			
618098	"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Recessive 5"	601243	TOP3A	Top3a	1	1	PS157640	Progressive external ophthalmoplegia with mtDNA deletions	0	0			
618103	"Mental Retardation, Autosomal Recessive 64"	609791	LINGO1	Lingo1	1	1	PS249500	"Mental retardation, autosomal recessive"	1	0			
618106	"Mental Retardation, Autosomal Dominant 58"	600960	SET	Set	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
618120	"Mitochondrial Complex V (atp Synthase) Deficiency, Nuclear Type 5"	603150	ATP5F1D	Atp5d	1	1	PS604273	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618124	"Peripheral Neuropathy, Autosomal Recessive, With Or Without Impaired Intellectual Development"	603294	MCM3AP	Mcm3ap	1	1			1	0			
618129	"Muscular Dystrophy, Limb-girdle, Autosomal Dominant 4"	114240	CAPN3	Capn3	1	1	PS603511	"Muscular dystrophy, limb-girdle, autosomal dominant"	0	1		"['mesenchymal.stem.cell', 'tendon.cell']"	['skeletal.muscle.fibroblast..fibroblast']
618131	Immunodeficiency 58	610859	CARMIL2	Carmil2	1	1	PS300755	Immunodeficiency (Select Examples)	0	0			
618135	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 8"	614828	POMGNT2	Pomgnt2	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	0	0			
618135	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 8"	614828	POMGNT2	Pomgnt2	1	1	PS609308	"Muscular dystrophy-dystroglycanopathy, type C"	0	0			
618138	"Muscular Dystrophy, Limb-girdle, Autosomal Recessive 23"	156225	LAMA2	Lama2	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1			
618142	"Microcephaly, Facial Dysmorphism, Renal Agenesis, And Ambiguous Genitalia Syndrome"	617057	CTU2	Ctu2	1	1			1	1		['mature.nk.t.cell']	
618143	Glycosylphosphatidylinositol Biosynthesis Defect 18	610271	PIGS	Pigs	1	1			1	1		['endothelial.cell.of.artery']	
618155	"Ophthalmoplegia, External, With Rib And Vertebral Anomalies"	159990	MYF5	Myf5	1	1			1	1		['skeletal.muscle.satellite.stem.cell']	['skeletal.muscle.satellite.cell']
618156	Squalene Synthase Deficiency	184420	FDFT1	Fdft1	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	
618158	"Intellectual Developmental Disorder With Macrocephaly, Seizures, And Speech Delay"	602590	PAK1	Pak1	1	1			1	1		['mast.cell']	
618161	Joubert Syndrome 35	604695	ARL3	Arl3	1	1	PS213300	Joubert syndrome	1	1			
618162	"Spondyloepimetaphyseal Dysplasia, Krakow Type"	614776	SIK3	Sik3	1	1			1	1		"['mature.nk.t.cell', 't.cell']"	
618164	"Cardiac, Facial, And Digital Anomalies With Developmental Delay"	606692	TRAF7	Traf7	1	1			1	1			
618170	"Neurodegeneration, Childhood-onset, Stress-induced, With Variable Ataxia And Seizures"	610624	ADPRS	Adprs	1	1			0	0			
618174	"Cortical Dysplasia, Complex, With Other Brain Malformations 9"	114025	CTNNA2	Ctnna2	1	1	PS614039	"Cortical dysplasia, complex, with other brain malformations"	0	0			
618175	Warburg-cinotti Syndrome	191311	DDR2	Ddr2	1	1			1	1		['mesenchymal.stem.cell']	['skeletal.muscle.fibroblast..fibroblast.1']
618184	"Neuropathy, Congenital Hypomyelinating, 2"	159440	MPZ	Mpz	1	1	PS605253	"Neuropathy, congenital hypomelinating"	1	1		['endothelial.cell.of.artery']	
618185	Periventricular Nodular Heterotopia 8	103180	ARF1	Arf1	1	1	PS300049	Periventricular nodular heterotopia	1	1			
618186	"Neuropathy, Congenital Hypomyelinating, 3"	602346	CNTNAP1	Cntnap1	1	1	PS605253	"Neuropathy, congenital hypomelinating"	0	0		['endothelial.cell.of.artery']	
618197	"Myasthenic Syndrome, Congenital, 23, Presynaptic"	190315	SLC25A1		1	1	PS601462	"Myasthenic syndrome, congenital"	1	0			
618198	"Myasthenic Syndrome, Congenital, 24, Presynaptic"	604875	MYO9A	Myo9a	1	1	PS601462	"Myasthenic syndrome, congenital"	1	1			
618201	"Epileptic Encephalopathy, Early Infantile, 68"	608112	TRAK1	Trak1	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
618205	Snijders Blok-campeau Syndrome	602120	CHD3	Chd3	1	1			1	1			
618213	"Inflammatory Bowel Disease, Immunodeficiency, And Encephalopathy"	190180	TGFB1	Tgfb1	1	1			0	1			
618218	Baker-gordon Syndrome	185605	SYT1	Syt1	1	1			1	0			
618221	"Mental Retardation, Autosomal Recessive 66"	616082	C12orf4	D6Wsu163e	1	1	PS249500	"Mental retardation, autosomal recessive"	1	0			
618222	"Mitochondrial Complex I Deficiency, Nuclear Type 2"	602141	NDUFS8	Ndufs8	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618224	"Mitochondrial Complex I Deficiency, Nuclear Type 3"	601825	NDUFS7	Ndufs7	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618225	"Mitochondrial Complex I Deficiency, Nuclear Type 4"	161015	NDUFV1	Ndufv1	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618226	"Mitochondrial Complex I Deficiency, Nuclear Type 5"	157655	NDUFS1	Ndufs1	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618228	"Mitochondrial Complex I Deficiency, Nuclear Type 6"	602985	NDUFS2	Ndufs2	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618229	"Mitochondrial Complex I Deficiency, Nuclear Type 7"	600532	NDUFV2	Ndufv2	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618230	"Mitochondrial Complex I Deficiency, Nuclear Type 8"	603846	NDUFS3	Ndufs3	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618232	"Mitochondrial Complex I Deficiency, Nuclear Type 9"	603848	NDUFS6	Ndufs6b	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618232	"Mitochondrial Complex I Deficiency, Nuclear Type 9"	603848	NDUFS6	Ndufs6	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618233	"Mitochondrial Complex I Deficiency, Nuclear Type 10"	609653	NDUFAF2	Ndufaf2	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618234	"Mitochondrial Complex I Deficiency, Nuclear Type 11"	606934	NDUFAF1	Ndufaf1	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618236	"Mitochondrial Complex I Deficiency, Nuclear Type 14"	612638	NDUFA11	Ndufa11	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618236	"Mitochondrial Complex I Deficiency, Nuclear Type 14"	612638	NDUFA11	Ndufa11b	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618237	"Mitochondrial Complex I Deficiency, Nuclear Type 15"	611776	NDUFAF4	Ndufaf4	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618238	"Mitochondrial Complex I Deficiency, Nuclear Type 16"	612360	NDUFAF5	Ndufaf5	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618239	"Mitochondrial Complex I Deficiency, Nuclear Type 17"	612392	NDUFAF6	Ndufaf6	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618241	"Mitochondrial Complex I Deficiency, Nuclear Type 19"	613622	FOXRED1	Foxred1	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	0	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618242	"Mitochondrial Complex I Deficiency, Nuclear Type 21"	613621	NUBPL	Nubpl	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618243	"Mitochondrial Complex I Deficiency, Nuclear Type 22"	603835	NDUFA10	Ndufa10	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618244	"Mitochondrial Complex I Deficiency, Nuclear Type 23"	614530	NDUFA12	Ndufa12	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618245	"Mitochondrial Complex I Deficiency, Nuclear Type 24"	601445	NDUFB9	Ndufb9	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618246	"Mitochondrial Complex I Deficiency, Nuclear Type 25"	603839	NDUFB3	Ndufb3	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618247	"Mitochondrial Complex I Deficiency, Nuclear Type 26"	603834	NDUFA9	Ndufa9	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618248	"Mitochondrial Complex I Deficiency, Nuclear Type 27"	611766	MTFMT	Mtfmt	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	0	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618249	"Mitochondrial Complex I Deficiency, Nuclear Type 28"	609435	NDUFA13	Ndufa13	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618250	"Mitochondrial Complex I Deficiency, Nuclear Type 29"	615533	TMEM126B	Tmem126b	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618251	"Mitochondrial Complex I Deficiency, Nuclear Type 31"	615534	TIMMDC1	Timmdc1	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618252	"Mitochondrial Complex I Deficiency, Nuclear Type 32"	602140	NDUFB8	Ndufb8	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618253	"Mitochondrial Complex I Deficiency, Nuclear Type 33"	602138	NDUFA6	Ndufa6	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
618265	"Arthrogryposis, Cleft Palate, Craniosynostosis, And Impaired Intellectual Development"	114105	PPP3CA	Ppp3ca	1	1			1	1		['endothelial.cell.of.lymphatic.vessel']	['endothelial.cell.of.lymphatic.vessel']
618266	"Pontocerebellar Hypoplasia, Type 12"	609855	COASY	Coasy	1	1	PS607596	Pontocerebellar hypoplasia	1	1			
618268	Trichohepatoneurodevelopmental Syndrome	618260	CCDC47	Ccdc47	1	1			1	1			
618273	Mega-corpus-callosum Syndrome With Cerebellar Hypoplasia And Cortical Malformations	612256	MAST1	Mast1	1	1			0	0			
618276	"Neurodegeneration, Childhood-onset, With Cerebellar Atrophy"	606830	AGTPBP1	Agtpbp1	1	1			1	0			
618278	"Fibrosis, Neurodegeneration, And Cerebral Angiomatosis"	618277	NHLRC2	Nhlrc2	1	1			1	0			
618279	"Charcot-marie-tooth Disease, Demyelinating, Type 1g"	170715	PMP2	Pmp2	1	1	PS118220	Charcot-Marie-Tooth disease	0	0			
618284	"Microcephaly, Cataracts, Impaired Intellectual Development, And Dystonia With Abnormal Striatum"	176266	KCNA4	Kcna4	1	1			0	0			
618285	"Epileptic Encephalopathy, Early Infantile, 69"	601013	CACNA1E	Cacna1e	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
618291	"Spinal Muscular Atrophy, Lower Extremity-predominant, 2b, Prenatal Onset, Autosomal Dominant"	609797	BICD2	Bicd2	1	1	PS158600	"Spinal muscular atrophy, lower extremity-predominant"	1	1			
618292	"Neurodevelopmental Disorder With Impaired Intellectual Development, Hypotonia, And Ataxia"	603123	DOCK3	Dock3	1	1			0	0			
618298	"Epileptic Encephalopathy, Early Infantile, 70"	608723	PHACTR1	Phactr1	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
618302	"Intellectual Developmental Disorder, Autosomal Recessive 68"	611669	TRMT1	Trmt1	1	1	PS249500	"Mental retardation, autosomal recessive"	1	1			
618316	Intellectual Developmental Disorder With Cardiac Defects And Dysmorphic Facies	618163	TMEM94	Tmem94	1	1			1	0			
618323	"Myasthenic Syndrome, Congenital, 25, Presynaptic"	185880	VAMP1	Vamp1	1	1	PS601462	"Myasthenic syndrome, congenital"	1	1			
618324	Congenital Disorder Of Glycosylation With Defective Fucosylation 2	608675	FCSK	Fcsk	1	1	PS618005	Congenital disorder of glycosylation with defective fucosylation	0	0		['endothelial.cell.of.artery']	
618325	Lissencephaly 9 With Complex Brainstem Malformation	608271	MACF1		1	1	PS607432	Lissencephaly	1	0			
618328	"Epileptic Encephalopathy, Early Infantile, 71"	138280	GLS	Gls	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
618329	Combined Oxidative Phosphorylation Deficiency 37	616658	MICOS13	Micos13	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	0		['slow.muscle.cell']	['striated.muscle.cell']
618330	Global Developmental Delay With Or Without Impaired Intellectual Development	116896	CUX1		1	1			1	0			
618331	"Encephalopathy, Progressive, Early-onset, With Episodic Rhabdomyolysis"	610970	TRAPPC2L	Trappc2l	1	1			1	1		['slow.muscle.cell']	
618332	Menke-hennekam Syndrome 1	600140	CREBBP	Crebbp	1	1	PS618332	Menke-Hennekam syndrome	1	1			
618339	"Infantile Cataract, Skin Abnormalities, Glutamate Excess, And Impaired Intellectual Development"	138280	GLS	Gls	1	1			1	1			
